Index,Original string,Book Title,Author,Publishing Place,Hebrew Calendar Year,Gregorian Calendar Year,Size,book id,api_title,api_record_id,api_id,api_publisher,api_date,api_author
2204_LS,"אמרי שפר. ה""ר אבשלום מזרחי. קבלה על מלאכת השיר. פפד""מ. תרכ""ח. 1868 .8",אמרי שפר,אבשלום מזרחי,,"תרכ""ח",1868,8,,,,,,,
2205_LS,"אמרי שפר. (ח""א וב'). ה""ר נפתלי הירץ וויזל. על קצת מס' בראשית. (מ""ע פסיקתא). ליק. 1868 .8",אמרי שפר,נפתלי הירץ וויזל,,,1868,8,,,,,,,
2206_LS,"אמרי שפר. ה""ר יחיא מזרחי. קצור הדקדוק והגהות בטעמי תהלים. ליוורנו. תרכ""ט. 1869 .8",אמרי שפר,יחיא מזרחי,ליוורנו,"תרכ""ט",1869,8,,ספר אמרי שפר : קיצור הדקדוק והגהות על התהלים / נסדר וחובר מאת יחיא מזרחי ...,990019933330205171,https://www.nli.org.il/en/books/NNL_ALEPH990019933330205171,ליוורנו : דפוס ש' בילפורטי,"י'ע'ר'ף' כ'מ'ט'ר' לקחי [תרכ""ט]",Valmadonna Trust former owner
2207_LS,"אמרי שפר. עם דינים מקובצים על מלאכת סת""ם. לה""ר יעקב חיים מקארלין. (מ""ע לשכת הסופר). ווארשא. 1873 .4",לשכת הסופר,יעקב חיים מקארלין,ווארשא,,1873,4,,"ספר אמרי שפר : עם דינים מקובצים על מלאכת סת""מ ... / מאת המאסף והמלקט ... יעקב חיים בא""א מוהר""ר יוסף יצחק סופר סת""מ מקארלין.",990011110620205171,https://www.nli.org.il/en/books/NNL_ALEPH990011110620205171,[בני-ברק] : [מוציא לאור לא ידוע],"[תשמ""ט]","יעקב חיים בן יוסף יצחק, סופר סת""ם$$Qיעקב חיים בן יוסף יצחק, סופר סת""ם"
2208_LS,"אמת ואמונה. ה""ר אד""ם הכהן. ווילנא. תרכ""ז. 1867 .8",אמת ואמונה,"אד""ם הכהן",ווילנא,"תרכ""ז",1867,8,,,,,,,
2209_LS,"אמת ומשפט. ה""ר יוסף ריטטער פאן ווערטהיימער. העתקת א' ה' זופניק. משפטים בקוצר מלים ושפת אמת את הלוחמים נגד תורת ישראל. ודרכי חייו. דראהאביטש. 1883 .8",אמת ומשפט,יוסף ריטטער פאן ווערטהיימער,,,1883,8,,,,,,,
2210_LS,"אמת ליעקב. ה""ר יעקב אלגאזי. דיני קריאת התורה ומנהגיה. ליוורנו. תקל""ד. 1774 .8",אמת ליעקב,יעקב אלגאזי,ליוורנו,"תקל""ד",1774,8,,,,,,,
2211_LS,"אמת ליעקב. ה""ר יעקב מליסא. על העין יעקב. (מ""ע איי הים). ווארשא. תרכ""ה. 1865 .2",אמת ליעקב,יעקב מליסא,ווארשא,"תרכ""ה",1865,2,,,,,,,
2212_LS,"אמתחת בנימין. ה""ר בנימין וואלף פרידבורג. על משניות. (אלטונא). תקל""ד. 1770 .2",אמתחת בנימין,בנימין וואלף פרידבורג,אלטונא,"תקל""ד",1770,2,,"ספר אמתחת בנימין : ... מברר ומלבן דברי הרב מברטנורא והרב בעל תוספת יום טוב ובפרטות דברי ... הרמב""ם ושאר פוסקים ...",990020446460205171,https://www.nli.org.il/en/books/NNL_ALEPH990020446460205171,[אלטונא] : [מוציא לאור לא ידוע],"תק""ל","פרידבורג, בנימין וולף$$Qפרידבורג, בנימין וולף"
2213_LS,"אמתחת בנימין. ה""ר וואלף ליכטענשטערטער. על תנ""ך. פיורדא. תר""ד-ו. 1844-6 .8",אמתחת בנימין,וואלף ליכטענשטערטער,פיורדא,"תר""ד",1844,8,,,,,,,
2214_LS,"אמתחת בנימין. ה""ר בנימין העשיל. על ב""ק. ב""מ. ב""ב. (מ""ע בית הלוי). ווארשא. תרמ""ד. 1884 .4",אמתחת בנימין,בנימין העשיל,ווארשא,"תרמ""ד",1884,4,,,,,,,
2215_LS,"ד""י. ח""ב. ווילנא. 1885 .4",,,ווילנא,,1885,4,,,,,,,
2216_LS,"אני לדודי. ה""ר יהודה הכהן מונק. כולל תרגום שני על מגלת אסתר עם נוסחאות שונות ... ונוסף עליהן מבוא וביאור בל""א (מ""ע תרגום סורי). ברלין. תרל""ו. 1876 .8",אני לדודי,יהודה הכהן מונק,ברלין,"תרל""ו",1876,8,,"אני לדודי : כולל תרגום שני על מגלת אסתר עם נוסחאות שונות והוספות עפ""י כ""י ונוסף עליהן מבוא וביאור בלשון אשכנז / מאת יהודה בר' אליהו הכהן מונק.",990021056820205171,https://www.nli.org.il/en/books/NNL_ALEPH990021056820205171,ברלין : דפוס באנן,"תרל""ו","Munk, L ((Leo), 1851-1917)$$QMunk, L"
2217_LS,"אניה בלב ים. ה""ר בועז רפאל רוטשילט. דרושים וחקירות בי""ג עקרים ומדות. פיורדא. תקכ""ו. 1766 .4",אניה בלב ים,בועז רפאל רוטשילט,פיורדא,"תקכ""ו",1766,4,,,,,,,
2218_LS,"אניה דיונה. וס' מאיל המלאים. ה""ר משה ליב ליטש ראזענבוים. על הל' ס""ת. (מ""ע לשכת הסופר). פרעסבורג. 1864 .4",אניה דיונה,משה ליב ליטש ראזענבוים,פרעסבורג,,1864,4,,,,,,,
2219_LS,"אניה סוערה. ספורים. (מ""ע דקדוק אליהו). ווילנא והוראדנא. תקפ""ה. 1825 .8",דקדוק אליהו,"(מ""ע",ווילנא,"תקפ""ה",1825,8,,אניה סוערה : ... המאורעות התלאות ... והרפתקאות אשר מצא לאנשי האניות בים וביבשה ... הספור הלז נכתב ונדפס בלשון האלאנד ונעתק אל לשון צרפת ומצרפת אל לשון טייטש / ... העתקנוה ללשוננו הקדושה.,990018391390205171,https://www.nli.org.il/en/books/NNL_ALEPH990018391390205171,ווילנא : דפוס מנחם בן ברוך,"תקפ""ג","בונטקו, וילם איזברנץ$$Qבונטקו, וילם איזברנץ"
2220_LS,"אננאללען ריווא די טרינטו. ה""ר כרמולי. (מ""ע העורבים). 1558-1562. פפד""מ. 1868 .8",אננאללען ריווא די טרינטו,כרמולי,ריווא,,1558,8,,Annali della stamperia ebraica di Riva di Trento / del E.Carmoli ; Recati in italiano dal Sac. Giovanni Bampi.,990010068680205171,https://www.nli.org.il/en/books/NNL_ALEPH990010068680205171,Trento : Typ. G.B.Monauni,[Pref. 1864],Valmadonna Trust former owner
2221_LS,"אנקת הציר. קינה על מות ר' ישראל קוניאן. (מ""ע מעיל קינה). פאדובה. תקפ""ד. 1824 .8",אנקת הציר,ישראל קוניאן,פאדובה,"תקפ""ד",1824,8,,,,,,,
2222_LS,"אנשי שם. ד""ר י' גאסטפריינד. כולל תולדות שני גדולי ישראל הגאון יהונתן אייבענשיץ. והחכם ר""ש מונק. (מ""ע תולדות יעב""ץ). ליק. 1879 .8",אנשי שם,י' גאסטפריינד,,,1879,8,,,,,,,
2223_LS,"אסף המזכיר. ה""ר זכריה פורטו. מ""מ וציונים לאגדות שבש""ס אנה מובאים בספרים. ויניציאה. תל""ה. 1675 .4",אסף המזכיר,זכריה פורטו,ויניציאה,,1675,4,,"ספר אסף המזכיר / אשר חבר אזן ותקן ... כמהר""ר זכריה פורטו ...",990011555970205171,https://www.nli.org.il/en/books/NNL_ALEPH990011555970205171,"ברוקלין, נ.י : אחים גאלדענבערג","תשנ""א","פורטו, זכריה$$Qפורטו, זכריה"
2225_LS,"אספקלריא המאירה. בענין המחלוקת עם הגר""י אייבשיץ. (מ""ע מאירת עינים). .2",אספקלריא המאירה,,,,,2,,,,,,,
2226_LS,"אסיפת גאונים. ה""ר העשיל ובעל הסמ""ע. (מ""ע מלאכת מחשבת). ביאלישטאק. תקס""ו. 1806 .4",אסיפת גאונים,"העשיל ובעל הסמ""ע",ביאלישטאק,"תקס""ו",1806,4,,,,,,,
2228_LS,"אסיפת הכהן. (חסר השער). ה""ר משה יהושע העשיל הכהן מקראקא. על התורה. (מ""ע קול יהודה). אמשטרדם. תצ""ב. 1732 .4",אסיפת הכהן,משה יהושע העשיל הכהן מקראקא,אמשטרדם,,1732,4,,,,,,,
2229_LS,"אספת שירים. על ענינים שונים. מאת יב""א זיו. (מ""ע נס לגוים). ווארשא. 1880 .8",אספת שירים,"יב""א זיו",ווארשא,,1880,8,,,,,,,
2230_LS,"אפי זוטרי. ה""ר יעקב פארדו. על אה""ע. ויניציאה. תקנ""ב. 1792 .2",אפי זוטרי,יעקב פארדו,ויניציאה,"תקנ""ב",1792,2,,,,,,,
2231_LS,"אפי זוטרי. ה""ר אברהם פינסו. על הל' פסה. ו""משפט כתוב"" על ד' חלקי שו""ע. שאלוניקי. תקנ""ח. 1798 .4",אפי זוטרי,אברהם פינסו,שאלוניקי,"תקנ""ח",1798,4,,,,,,,
2232_LS,"אפיקי יהודה. להמ""מ מסלאנים. דרוש. זאלקווי. (תקע""ט). 1819 .4",אפיקי יהודה,,זאלקווי,"תקע""ט",1819,4,,,,,,,
2233_LS,"ד""י. לעמבערג. תקס""ג. 1803 .4",,,לעמבערג,"תקס""ג",1803,4,,,,,,,
2234_LS,"ד""י. איידטקוהנען. תרל""ב. 1872 .4",,,,"תרל""ב",1872,4,,,,,,,
2236_LS,"אפיק נחלים. ה""ר אהרן דוד גארדאן. שיר. (מ""ע התחיה והפדות). ווילנא. תקצ""ו. 1836 .12",התחיה והפדות,אהרן דוד גארדאן,ווילנא,"תקצ""ו",1836,12,,,,,,,
2237_LS,"אפס דמים. רי""ב לעווינזאהן. נגד העלילת דם. (מ""ע ילקוט ריב""ל). ווארשא. 1879 .8",אפס דמים,,ווארשא,,1879,8,,"אפס דמים : ספר התנצלות נגד עלילת דם, שמתעוללים עלינו משטיני היהודים, ויבואו בו עוד דברי התנצלות כללית בעד אחינו בית ישראל ... בתבנית שיחה ודרך ויכוח בין איש עברי ונוצרי ... / מאת ... מו""ה יצחק בער לעווינזאהן ...",990019761060205171,https://www.nli.org.il/en/books/NNL_ALEPH990019761060205171,ווארשא : I. Goldman,18900101,"לוינזון, יצחק בר בן יהודה, 1788-1860$$Qלוינזון, יצחק בר בן יהודה, 1788-1860"
2238_LS,"ד""י. ווילנא. תקצ""ז. 1837 .8",,,ווילנא,"תקצ""ז",1837,8,,,,,,,
2239_LS,"ד""י. מתורגם לשפת רוסיא. ע""י י' סארקין. פעטערבורג. 1883 .4",,,,,1883,4,,,,,,,
2240_LS,"אצבע אלהים. או מעשה רב. שאירע להר""י טירנא בעל המנהגים ובסופו מגילת קוריאל ושירים שונים. (מ""ע עז מלך). קעניגסבערג. 1857 .8",אצבע אלהים,,קעניגסבערג,,1857,8,,,,,,,
2241_LS,"ארבע חרשים. ה""ר יששכר בער בר אלחנן. דרשות בדרך קבלה. פפד""א. ת""מ. 1680 .2",ארבע חרשים,יששכר בער בר אלחנן,,,1680,2,,ספר ארבע חרשים : יפרד והיה לארבע ראשים ...,990017398630205171,https://www.nli.org.il/en/books/NNL_ALEPH990017398630205171,"ברוקלין, נ.י : אחים גאלדענבערג","תשנ""ה",יוסף יששכר בער בן אלחנן$$Qיוסף יששכר בער בן אלחנן
2242_LS,"ארבע כוסות. (חסר השער). ה""ר שלמה פאפענהיים. .8",ארבע כוסות,שלמה פאפענהיים,,,,8,,,,,,,
2244_LS,"ד""י. ברלין. תק""נ. 1790 .8",,,ברלין,"תק""",1790,8,,,,,,,
2245_LS,"ד""י. ווארשא. תרכ""ד. 1864 .8",,,ווארשא,"תרכ""ד",1864,8,,,,,,,
2246_LS,"ד""י - עם תקונים ובאורים. אמשטרדם. תקע""ז. 1817 .8",,,אמשטרדם,"תקע""ז",1817,8,,,,,,,
2247_LS,"ארבע מאות שקל כסף. ה""ר חיים וויטאל. קבלה. (מ""ע הצבא). קארעץ. תקס""ד. 1804 .4",ארבע מאות שקל כסף,חיים וויטאל,,"תקס""ד",1804,4,,"ספר ארבע מאות שקל כסף / מוהר""ר חיים וויטאל ... ; עם ספר עולת תמיד ... עם הוספות : הגהות ... עם מראה מקומות למאמרי חז""ל בש""ס ובזהר ... מלוקטים ומסודרים ע""י ... רבי יהודה צבי ברנדוויין ...",990010779210205171,https://www.nli.org.il/en/books/NNL_ALEPH990010779210205171,ירושלם : [מוציא לאור לא ידוע],"תשמ""ח","ברנדויין, יהודה צבי בן אברהם (1903-1969)$$Qברנדויין, יהודה צבי בן אברהם"
2248_LS,"ארבע שיטות למהרי""ש. ה""ר יהושע שפירא. על מס' פסחים. ושו""ת. פפד""א. תקל""א. 1771 .2","ארבע שיטות למהרי""ש",יהושע שפירא,,"תקל""א",1771,2,,,,,,,
2249_LS,"ארבעה הגברים. אשר בשם ""משה"" נקראו מאת משה ראזענפעלד. (מ""ע אמת ואמונה). לעמבערג. תרכ""ו. 1866 .8",ארבעה הגברים,משה ראזענפעלד,לעמבערג,"תרכ""ו",1866,8,,,,,,,
2250_LS,"ארבעה טורי אבן. ה""ר אלעזר לנדא. חי' מסכתות. והרמב""ם. ודרושים. ושו""ת. (מ""ע שפת אמת). לבוב. תקמ""ט. 1789 .4",ארבעה טורי אבן,אלעזר לנדא,לבוב,"תקמ""ט",1789,4,,,,,,,
2251_LS,"ד""י. (ב""ה כ""א). ועל טוי""ד ח""ב.",,,,,,,,,,,,,
2252_LS,"כרם חמר. (ב""ח ב""כ). דברי חכמה ובקרת מחכמי הדור ע""י ר' שמואל ליב גאלדענבערג. וויען. 1833-36 .8",כרם חמר,שמואל ליב גאלדענבערג,וויען,,1833,8,,ספר כרם חמד : כולל אגרות ... אשר הריצו חכמי זמננו איש אל רעהו בעניני האמונה והמדע / אספתין וגם הוצאתין לאור אנכי ... שמואל יהודה ליב גאלדענבערג.,990019658240205171,https://www.nli.org.il/en/journals/NNL-Journals990019658240205171,וויען ; פראג ; ברלין : [מוציא לאור לא ידוע],18350306,"גולדנברג, שמואל ליב, 1807-1846  $$Qגולדנברג, שמואל ליב, 1807-1846  זק""ש, שניאור, 1816-1892  $$Qזק""ש, שניאור, 1816-1892  רפפורט, שלמה יהודה ליב בן אהרן חיים, 1790-1867  $$Qרפפורט, שלמה יהודה ליב בן אהרן חיים, 1790-1867  קירכהים, רפאל בן שמעון, 1804-1889  $$Qקירכהים, רפאל בן שמעון, 1804-1889  הורן, אדוארד, 1825-1875  $$Qהורן, אדוארד, 1825-1875"
2253_LS,"כרם חמ""ר. חוברת ג' ד' ה' ו' ז'. פראג. תקצ""ה-תר""ג. 1838-43 .8","כרם חמ""ר",,פראג,"תקצ""ה",1838,8,,,,,,,
2254_LS,"ד""י. מחברת שמינית ותשיעית. ע""י ר' שניאור זקש. ברלין. תרי""ד-ט""ו. 1854-56 .8",,,ברלין,"תרי""ד",1854,8,,,,,,,
2255_LS,"כרם חמד. (מכ""ע מאת יה""ש). 8.",כרם חמד,,,,,8,990019658240205171,,,,,,
2256_LS,"כרם יהושע. ה""ר יהושע לאנג. על מס' סנהדרין ומכות. (מ""ע ערוך לנר). ווילנא. תרל""ו. 1876 .2",כרם יהושע,יהושע לאנג,ווילנא,"תרל""ו",1876,2,,פרי יהושע : חדושים על מסכת פסחים ... / חובר מאתי יהושע בר' משה לאנג ...,990012016460205171,https://www.nli.org.il/en/books/NNL_ALEPH990012016460205171,"ווילנא : ש""י פין וא""צ ראזענקראנץ","תרכ""ז","לאנג, יהושע בן משה, 1837-1908$$Qלאנג, יהושע בן משה, 1837-1908"
2257_LS,"כרם לשלמה. ה""ר מרדכי פלונגיאן. באור על ס' קהלת. (מ""ע קסת הסופר). ווילנא. תרי""ז. 1857 .8",כרם לשלמה,מרדכי פלונגיאן,ווילנא,"תרי""ז",1857,8,,,,,,,
2258_LS,"כרם לשלמה. ה""ר מרדכי פלונגיאן. באור על שיר השירים. (מ""ע דרך הקודש). ווילנא. תרל""ח. 1877 .8",דרך הקודש,מרדכי פלונגיאן,ווילנא,"תרל""ח",1877,8,,,,,,,
2259_LS,"כרם עין גדי. ה""ר יהודה הלוי אסיא מווילנא. פי' על חד גדיא. (מ""ע צל המעלות). קעניגסבערג. תקכ""ד. 1764 .8",כרם עין גדי,יהודה הלוי אסיא מווילנא,ווילנא,"תקכ""ד",1764,8,,"ספר כרם עין גדי : פרוש על חד גדיא / ... חברו ... הר""ר יהודה בן הרב רבי מרדכי ... השומר משמרת יהורביץ ...",990018789110205171,https://www.nli.org.il/en/books/NNL_ALEPH990018789110205171,"קיניגשבערג : דפוס י""פ דריסט","אנכ'י אש'לח גד'י' מן' הצ'אן' [תקכ""ד]","הורביץ, יהודה בן מרדכי$$Qהורביץ, יהודה בן מרדכי"
2260_LS,"כרם שלמה. ה""ר שלמה זלמן גייגר. על התורה. הומבורג. תצ""ח. 1738 .2",כרם שלמה,שלמה זלמן גייגר,,,1738,2,,,,,,,
2261_LS,"כרם שלמה. ה""ר שלמה ב""ר דוד טובייאנה. על התורה וכו'. וקצת חי' מסכתות. ליוורנו. תקס""ו. 1806 .4",כרם שלמה,"שלמה ב""ר דוד טובייאנה",ליוורנו,"תקס""ו",1806,4,,,,,,,
2262_LS,"כרם שלמה. ה""ר שלמה אהרן זעליג. על שו""ע או""ח הל' פסח ושו""ת. ו""זרע ערוגת הבושם"" דרוש לפסח. ווארשא. תר""א. 1841 .4",ערוגת הבושם,שלמה אהרן זעליג,ווארשא,"תר""א",1841,4,,ספר כרם שלמה / ... שלמה אהרן זעליג בן ... יואל ...,990012254040205171,https://www.nli.org.il/en/books/NNL_ALEPH990012254040205171,"[מונרו, נ.י.] : [י' בראך]","[תשנ""ב]","שלמה אהרן זעליג בן יואל, מקאמניץ$$Qשלמה אהרן זעליג בן יואל, מקאמניץ"
2263_LS,"כרם שלמה. ה""ר שלמה זלמן הלוי. תקוני הנפש. ווילנא. תרל""ז. 1877 .8",כרם שלמה,שלמה זלמן הלוי,ווילנא,"תרל""ז",1877,8,,,,,,,
2264_LS,"כרמי שומרון. ה""ר רפאל קירכהיים. פתיחה למס' כותים כוללת קורות השומרונים ואמונתם. ובסופו מכתב על כתב השומרונים משד""ל. (מ""ע שבע מס'). פפד""מ. תרי""א. 1851 .8",כרמי שומרון,רפאל קירכהיים,,"תרי""א",1851,8,,כרמי שומרון : פתיחה למסכת כותים : כוללת קורות ואמונות וספרי הכותים ונוסף להם מכתב על כתב השמרונים / מאת החכם ... שמואל דוד לוצאטו ... ; מלאכת רפאל בן שמעון קירכהיים.,990020577820205171,https://www.nli.org.il/en/books/NNL_ALEPH990020577820205171,פראנקפורט דמיין : א. קויפמאן,"תרי""א 1851","לוצטו, שמואל דוד בן חזקיה (1800-1865)$$Qלוצטו, שמואל דוד בן חזקיה"
2265_LS,"כרמי שלי. (כת""י). ה""ר יששכר בער. בעהמ""ח ס' ים יששכר. חי' על התורה. 4.",כרמי שלי,יששכר בער,,,,4,,,,,,,
2266_LS,"כרתי ופלתי. (ח""א). ה""ר יהונתן אייבשיץ. על שו""ע יו""ד. אלטונא. תקכ""ג. 1763 .2 (וה""ב עי' תפארת ישראל).",כרתי ופלתי,יהונתן אייבשיץ,אלטונא,"תקכ""ג",1763,,,ספר כרתי ופלתי : ... על שלחן ערוך יורה דעה ... / מעשי ידי ... רבי יהונתן ...,990009545260205171,https://www.nli.org.il/en/books/NNL_ALEPH990009545260205171,[ירושלים] : [מוציא לאור לא ידוע],"[תשמ""ג?]","אייבשיץ, יהונתן בן נתן נטע, 1690 בערך-1764$$Qאייבשיץ, יהונתן בן נתן נטע, 1690 בערך-1764"
2268_LS,"כתבי ישראל באמער. על תורת ומנהגי האיססים ובאורי מקראות ודברי חז""ל. (מ""ע הכתב והקבלה). ווארשא. תר""ט. 1849 .8",כתבי ישראל באמער,,ווארשא,"תר""ט",1849,8,,כתבי ישראל באמער : מכלכל מכתבים מענינים שונים ... לחבר את ... התלמוד עם ... המקרא. מכתב ראשון ודבר מתורת האיססים ... עם הערות מספרי ערוך החדש ...,990018466640205171,https://www.nli.org.il/en/books/NNL_ALEPH990018466640205171,ווארשויא : דפוס אביגדור ועבענזאהן,"תר""ט","במר, ישראל בן יוסף, 1820?-1860$$Qבמר, ישראל בן יוסף, 1820?-1860"
2269_LS,"כתב התנצלות לדרשנים. ר' דוד דרשן. להגן על הדרשות ולהוכיח שנחלקו באמת לכמה פנים. והוא הקדמת ס' משביל לדוד. לובלין. של""ד. 1574 .4",כתב התנצלות לדרשנים,דוד דרשן,לובלין,,1574,4,,"כתב התנצלות לדרשנים : והיא הקדמת ספר משכיל לדוד ... / חבר ... מוהר""ר דוד דרשן בן ... מנשה ...",990011409680205171,https://www.nli.org.il/en/books/NNL_ALEPH990011409680205171,לובלין : [מוציא לאור לא ידוע],"שנת קרו""ב י""י [של""ד]","דוד בן מנשה, דרשן$$Qדוד בן מנשה, דרשן"
2270_LS,"כתב יושר. להגן על ס' דברי שלום ואמת לרנה""ו. (מ""ע תולדות נפליון כת""י). (ברלין). תקמ""ד. 1794 .8",דברי שלום ואמת,להגן על ס',ברלין,"תקמ""ד",1794,8,,,,,,,
2271_LS,"ד""י כהנ""ל. (מ""ע מליצה לפורים).",,"(מ""ע",,,,,,,,,,,
2272_LS,"כתב יושר. ה""ר מרדכי לעווענשטאם. נגד הרפורמר. (מ""ע חרבות צורים). ברעסלויא. תקצ""ח. 1838 .8",כתב יושר,מרדכי לעווענשטאם,ברעסלויא,"תקצ""ח",1838,8,,"כתב יושר : העתק אגרת אשר כתבתי לאיש בריתי ... ובו נכלל י""א ההערות דרך מליצה השייכים לענינינו / מאתי מרדכי לעווענשטאם.",990019785370205171,https://www.nli.org.il/en/books/NNL_ALEPH990019785370205171,[ברעסלויא] : [מוציא לאור לא ידוע],"מ'ה'ר'ס'י'ך' ו'מח'רי'ב'י'ך' מ'מ'ך' י'צ'א'ו' [תקצ""ח]","לעווענשטאם, מרדכי בן אריה ליב$$Qלעווענשטאם, מרדכי בן אריה ליב"
2273_LS,"כתב יושר. שפה ברורה. שירי נועם. ה""ר שלום הכהן. מכתבים ללמוד. ווארשא. 1855 .8",כתב יושר,שלום הכהן,ווארשא,,1855,8,,,,,,,
2274_LS,"כתוב לחיים. ה""ר אברהם חיים סופר ממינסק. תמונת כל אותיות הא""ב ודיני כתיבתם בסת""ם. (מ""ע כתר תורה). ווילנא. תרי""ח. 1858 .8",כתוב לחיים,אברהם חיים סופר ממינסק,ווילנא,"תרי""ח",1858,8,,,,,,,
2275_LS,"כתובים אחרונים. או אפוקריפא בלה""ק. לה""ר זעקיל פרענקיל. לייפציג. תק""צ. 1830 .8",כתובים אחרונים,זעקיל פרענקיל,לייפציג,"תק""",1830,8,990010967330205171,"כתובים אחרונים : תק""ץ הנודעים בשם אפוקריפא ... / ועתה העתיקם מלשון יון לשפת עברית . יצחק זעקיל פרענקיל ...",990010967330205171,https://www.nli.org.il/en/books/NNL_ALEPH990010967330205171,לייפציג : דפוס פרידריק פליישער,"תק""ץ","Fränkel, Seckel Isaac (1765-1835)$$QFränkel, Seckel Isaac"
2276_LS,"כתונת פסים. ה""ר יעקב מאיר פאדווא. ביאור על הנמוקי יוסף שברי""ף. וקונט' ""הצי יהונתן"" ביאור רבינו יהונתן על הרי""ף עירובין. (קעניגסבערג). 1840 .2",כתונת פסים,יעקב מאיר פאדווא,קעניגסבערג,,1840,2,,,,,,,
2277_LS,"כתית למאור. ה""ר מאיר שפיץ. חי' מסכתות. וקונט' ""שמן למאור"" על שו""ע. וויען. תקנ""ב. 1792 .4",כתית למאור,מאיר שפיץ,וויען,"תקנ""ב",1792,4,,"ספר כתית למאור / אשר חבר ... בפלפול [על מסכתות מסדר מועד ובסוף קונטרס] בשם שמן למאור ... בפוסקים בארבעה טורים ... הרב מוה""ר מאיר בר' יוחנן שפיץ.",990020856960205171,https://www.nli.org.il/en/books/NNL_ALEPH990020856960205171,ווין : יאזעף הראשאנצקיא,"ה'תקנ""ב","הראשאנצקיא, יאזעף (1752-1806 מדפיס)$$Qהראשאנצקיא, יאזעף"
2279_LS,"כתם פז. (ח""ב. חסר בראשו). ה""ר שמעון לביא. על הזהר. ליוורנו. תקס""ה. 1805 .4",כתם פז,שמעון לביא,ליוורנו,"תקס""ה",1805,4,,,,,,,
2280_LS,"כתם פז. ה""ר שמואל פריינד. ביאור על מס' אבות. (מ""ע נחלי דבש). פראג. 1870 .2",נחלי דבש,שמואל פריינד,פראג,,1870,2,,,,,,,
2281_LS,"כתר כהונה. ה""ר אלכסנדר הלוי צעדערבוים. קורות כהני אמונתינו. ארעסא. תרכ""ז. 1867 .8",כתר כהונה,אלכסנדר הלוי צעדערבוים,,"תרכ""ז",1867,8,,"ספר כתר כהונה : הלכות כהנים בעבודתם, דיני נשיאת כפים לכל פרטיה ודקדוקיה ; וספר נזר הקודש : הלכות טהרת הכהנים, דיני זהירות הכהנים מטומאת מת והמסתעף / מהרב ... דוב בער דוד ריפמאן.",990010870280205171,https://www.nli.org.il/en/books/NNL_ALEPH990010870280205171,ירושלם : קרן זכרון ישעיהו,"תשמ""ט","ריפמאן, דוב בער דוד בן פרץ$$Qריפמאן, דוב בער דוד בן פרץ"
2282_LS,"כתר מלכות. ר' שלמה ן' גבירול. ובסופו ""חי בן מקיץ"". (מ""ע מאמר צבאות ד'). שקלאוו. תקמ""ה. 1785 .8",כתר מלכות,שלמה ן' גבירול,,"תקמ""ה",1785,8,,כתר מלכות.,990010891830205171,https://www.nli.org.il/en/books/NNL_ALEPH990010891830205171,Paris : A. Durlacher,19040101,"אבן גבירול, שלמה בן יהודה, 1021-1058$$Qאבן גבירול, שלמה בן יהודה, 1021-1058"
2283_LS,"ד""י. בלי חי בן מקיץ. (המו""ד). (ס""ע שפר דקדוקה של נפש). .8",,"(ס""ע שפר",,,,8,,,,,,,
2284_LS,"כתר שם טוב. ה""ר שם טוב מלמד. על התורה. ויניציאה. שנ""ו. 1596 .2",כתר שם טוב,שם טוב מלמד,ויניציאה,,1596,2,,"ספר כתר שם טוב : ... והוא פירוש על תורת ה' אשר / חבר ... כמה""ר שם טוב מלמד ...",990012376750205171,https://www.nli.org.il/en/books/NNL_ALEPH990012376750205171,ויניציאה : מטיאו זאניטי,"ו'נ'ר'נ'נ'ה' ונשמחה ליצירה [שנ""ו]","זאניטי, מטיאו (פעל 1593-1597 מדפיס)$$Qזאניטי, מטיאו"
2285_LS,"כתר תורה. ר' דוד ויטאל. תרי""ג מצות וז' דרבנן מרומזים בעשרת הדברות ופרטי דיניהם. קושטאנדינא. רצ""ו. 1536 .4",עשרת הדברות,דוד ויטאל,,"תרי""ג",1536,4,,"עשרת הדברות : עם תרגום ולשון ערבי כמנהג עי""ת טראבלס המערב יע""א ועי""ת ג'רבה... : קריאה ליום ראשון של שבועות.",990010083280205171,https://www.nli.org.il/en/books/NNL_ALEPH990010083280205171,[ג'רבה] : [מוציא לאור לא ידוע],"[תרע""-]",
2286_LS,"כתר תורה. ה""ר שמואל די אבילה. דרשות. ועל מס' נזיר. אמשטרדם. תפ""ה. 1725 .4",כתר תורה,שמואל די אבילה,אמשטרדם,,1725,4,,"ספר כתר תורה : דברי מוסר בתוכחת מגולה ... בסוף הספר ... הגהות ... על מסכת נזיר ברשי ותוס'... / חברו ... מוהר""ר שמואל די אבילה...",990009378910205171,https://www.nli.org.il/en/books/NNL_ALEPH990009378910205171,[ירושלים?] : [מוציא לאור לא ידוע],"[תשמ""ב]","אבילה, שמואל בן משה די$$Qאבילה, שמואל בן משה די"
2287_LS,"כתר תורה. ה""ר בנימין דיאש בראנדון. שיר ידידות. (מ""ע דברי דוד). 12.",דברי דוד,בנימין דיאש בראנדון,,,,12,,,,,,,
2288_LS,"כתר תורה. ה""ר פינחס מ""מ בק""ק פאלצק. במעלות התורה. (מ""ע חוסן יהושע). קעניגסבערג. תרי""ט. 1859 .8",מעלות התורה,"פינחס מ""מ בק""ק פאלצק",קעניגסבערג,"תרי""ט",1859,8,,,,,,,
